name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,predicted_price
Mercedes-Benz E-Class E350 Petrol,2009,1000000,80000,Petrol,Individual,Automatic,Third Owner,10.93,3498,272.0,5,-2609557365.1436667
Hyundai Creta 1.6 CRDi SX,2018,1237000,46000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,-1388799366.6126957
Maruti Swift ZXI Plus,2018,695000,40000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,-1183102848.5582242
Maruti Alto 800 VXI,2015,270000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,-1229610025.0675535
Maruti Ertiga SHVS VDI,2016,790000,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,-4551200298.648269
Maruti Swift VDI Optional,2016,590000,120000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,-4555082142.823427
Mahindra Bolero 2011-2019 ZLX,2015,540000,110000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,-4020253149.6545568
Renault Pulse RxZ,2012,265000,67000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.12,5,-2304092134.645893
Maruti Swift Dzire ZDI,2014,600000,50000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,-1603192682.3085146
Hyundai Verna 1.6 CRDI,2012,409999,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5,-3667451393.4695883
Toyota Etios GD,2015,525000,80000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5,-2859569294.9360895
Ford Figo Diesel EXI Option,2011,150000,50000,Diesel,Individual,Manual,First Owner,18.5,1399,68.0,5,-1591245052.8488467
Maruti Omni 5 Seater BSIV,2011,130000,70000,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,5,-2498155341.8310547
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,925000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,-1598746567.6384916
Renault Lodgy 85PS RxE 7 Seater,2017,690000,65000,Diesel,Individual,Manual,Second Owner,21.04,1461,83.8,7,-2213129472.2832184
Maruti Ertiga VDI,2012,560000,200000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,-7925384880.380134
Maruti Ciaz Zeta Diesel,2018,950000,7500,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,193463811.9917589
Renault Lodgy 85PS RxE 7 Seater,2017,695000,65000,Diesel,Individual,Manual,Second Owner,21.04,1461,83.8,7,-2213129472.2832184
Maruti Swift VXI,2013,450000,35000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5,-971779637.0137674
BMW 5 Series 530d,2013,2000000,60000,Diesel,Individual,Automatic,First Owner,16.2,2993,235.0,5,-1821832831.0205033
Maruti Swift VXi BSIV,2009,229999,71000,Petrol,Individual,Manual,First Owner,16.1,1197,85.0,5,-2490751967.043109
Maruti Alto K10 LXI,2017,300000,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,-783849552.3367057
Maruti Alto LXi,2012,200000,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,-1651908700.1888838
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,725000,80000,Diesel,Individual,Automatic,Second Owner,14.84,2143,170.0,5,-2761145504.247999
Nissan Micra XV,2011,235000,90000,Petrol,Individual,Manual,Second Owner,18.06,1198,75.0,5,-3294479892.66861
Maruti 800 AC,2000,65000,100000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,-3764945636.113397
Honda WR-V i-DTEC VX,2018,834000,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5,-729718340.6934179
Hyundai EON Era Plus,2014,240000,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,-2491045765.6076293
Maruti Swift VDI Deca,2016,210000,210000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,-8350647030.486386
Mahindra TUV 300 T6 Plus,2017,700000,54188,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,-1749596271.3519745
Mahindra TUV 300 T6 Plus,2017,750000,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,-1994705417.208609
Skoda Rapid 1.6 TDI Elegance,2012,425000,90000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5,-3250348942.9844127
Chevrolet Beat LT,2011,150000,100000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5,-3714961043.729614
Hyundai EON D Lite Plus,2014,215000,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,-1225857469.7199762
Datsun GO T BSIV,2014,225000,35000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,-976820603.7766364
Renault KWID Climber 1.0 MT,2017,330000,20000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,-361962243.71087426
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2007,54000,144000,LPG,Individual,Manual,Second Owner,10.9,796,32.8,5,-5620031030.664261
Hyundai Grand i10 AT Sportz,2014,374000,54043,Petrol,Dealer,Automatic,First Owner,18.9,1197,81.86,5,-1775797106.3748734
Hyundai Verna 1.6 SX CRDI (O) AT,2012,549000,66657,Diesel,Dealer,Automatic,First Owner,22.32,1582,126.32,5,-2261273477.009609
Tata Indigo CS LS (TDI) BS-III,2016,390000,42000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,-1252162907.594711
Hyundai i20 Asta Optional with Sunroof 1.2,2013,455999,35582,Petrol,Dealer,Manual,First Owner,18.5,1197,82.85,5,-997122750.4791354
Volkswagen Polo GT TSI,2013,453000,54327,Petrol,Dealer,Automatic,Second Owner,17.2,1197,103.6,5,-1781866371.810738
Volkswagen Ameo 1.2 MPI Highline,2016,579000,7949,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5,166528808.56029633
Hyundai i10 Sportz 1.2 AT,2010,258000,59734,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9,5,-2017187814.4456182
Honda City S,2012,428000,49185,Petrol,Dealer,Manual,First Owner,16.8,1497,116.4,5,-1534394065.1814313
Hyundai i10 Magna,2011,262000,56389,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5,-1876226418.2694476
Volkswagen Polo Petrol Highline 1.2L,2013,389000,58245,Petrol,Dealer,Manual,First Owner,16.47,1198,73.9,5,-1955071556.657514
Nissan Micra XL Optional,2015,346000,36422,Petrol,Dealer,Manual,First Owner,18.44,1198,75.0,5,-1034228510.8831619
Honda Jazz Basic,2011,339000,42535,Petrol,Dealer,Manual,First Owner,16.7,1198,88.8,5,-1288849131.3077188
Hyundai i10 Sportz AT,2011,272000,40736,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9,5,-1215800729.9502182
Maruti Swift VXI,2012,369000,56246,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8,5,-1867971497.8143485
Maruti Swift LXI,2011,277000,55403,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8,5,-1832605216.352851
Tata Tigor 1.2 Revotron XZ,2018,535000,30000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5,-760443890.1442271
Maruti Alto K10 VXI,2015,265000,67000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,-2344619469.9040346
Hyundai Verna 1.6 VTVT,2013,400000,70000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,-2402171754.9028726
Hyundai Grand i10 CRDi Asta,2014,459999,90000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,-3302890740.331394
Hyundai Elite i20 Petrol Sportz,2019,667000,7500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,188011479.75364497
Tata New Safari DICOR 2.2 EX 4x2,2011,300000,80000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7,-2765906472.410191
Tata Indigo CR4,2012,229999,186000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5,-7326740407.259952
Tata Indica V2 eLS,2016,200000,110000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,5,-4121250965.8720427
Ford Fiesta 1.4 TDCi EXI,2005,150000,120000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,5,-4544404068.249897
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,280000,105358,Diesel,Individual,Manual,Third Owner,17.8,1399,67.0,5,-3925882839.761964
Hyundai i20 Sportz Option 1.2,2014,590000,70000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,-2448733225.477893
Hyundai i10 Era,2010,142000,49200,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,-1586241052.8605473
Honda City i-VTEC VX,2017,850000,40000,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5,-1145831230.9853811
Honda Mobilio V i DTEC,2014,600000,40000,Diesel,Individual,Manual,Second Owner,24.2,1498,98.6,7,-1152221579.3055701
Mahindra TUV 300 T8,2017,700000,40000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,-1151246553.2835066
Chevrolet Beat LS,2013,200000,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,-2449401728.53607
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,650000,10000,Petrol,Individual,Automatic,Second Owner,18.9,1197,81.86,5,82367869.42957093
Toyota Fortuner 2.8 4WD AT BSIV,2017,3100000,70000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7,-2281048188.016251
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,1500000,100600,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,8,-3611889093.494413
BMW X3 xDrive20d,2012,1800000,50000,Diesel,Individual,Automatic,First Owner,16.09,1995,184.0,5,-1504944853.8588457
Mahindra XUV500 W8 4WD,2014,800000,136000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,-5126817878.593806
Mercedes-Benz GLA Class 200 CDI SPORT,2017,2100000,48000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136.0,5,-1419505804.7489202
Ford Fiesta 1.4 ZXi TDCi LE,2010,250000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,5,-4121747088.022619
Renault Duster 110PS Diesel RxZ,2012,550000,86000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,-3092627732.4985085
Maruti Alto LXi,2009,125000,141000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,-5490203060.006933
Honda City 1.5 S MT,2011,450000,80000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,-2833718263.8343678
Mahindra XUV500 W10 2WD,2015,850000,140000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,-5295401369.767355
Maruti Swift Dzire ZDI,2014,459999,65000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,-2235786830.2523417
Maruti Swift Dzire VDI,2014,434999,110000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,-4133569274.083821
Tata Indigo LX,2008,120000,100000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5,-3699227511.8983517
Maruti Swift VDI Optional,2015,600000,80000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,-2868349924.6261687
Ford Figo 1.2P Titanium Plus MT,2016,550000,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,-1350559162.4601092
Maruti Celerio ZXI,2014,385000,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,-573471163.4531639
Hyundai Creta 1.6 VTVT S,2016,800000,25000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,-503685190.7444084
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,780000,35000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,-952671533.7356424
Maruti Alto LXi BSIII,2008,100000,195000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,-7767727502.257654
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,650000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,-2006809603.9890747
Maruti 800 AC,2004,50000,50000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,-1655556437.688861
Hyundai Verna 1.6 VGT CRDi,2012,425000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,-3667445922.002343
Fiat Linea 1.3 Multijet Emotion,2015,500000,70000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,5,-2441366361.263893
Maruti Swift VDI BSIV,2017,590000,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,-759331745.5075232
Maruti Celerio ZXI,2016,459999,27000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,-657446030.5397835
Maruti Swift ZXI Plus,2020,578000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,293388971.67522097
Maruti Ertiga VDI,2012,550000,110000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,-4129819992.717175
Honda City Corporate Edition,2013,465000,80000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,-2833795157.4573126
Mahindra Bolero Power Plus ZLX,2018,890000,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,-2846015212.5677485
Mahindra Verito 1.5 D6 BSIII,2014,250000,110000,Diesel,Individual,Manual,First Owner,20.8,1461,65.0,5,-4116447710.486206
Maruti Wagon R AMT VXI,2018,420000,35000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5,-994247254.5968515
Maruti Swift Dzire VXI 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,-339761705.2274414
Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,-385762817.69615704
Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,5,174865922.36118972
Maruti Swift VXI Optional,2017,500000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,-339692199.9901156
Tata Hexa XE,2019,1250000,15000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,7,-21006553.423352845
Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5,-819785524.3388828
Maruti Swift Dzire VDI,2018,700000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,-1602874216.904339
Maruti Wagon R VXI BS IV,2015,290000,60000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,-2049116420.5275745
Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Petrol,Individual,Automatic,First Owner,14.53,1794,138.1,5,-3644285050.4971485
Honda Brio S MT,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5,-2025992905.426293
Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,293357294.0426143
Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,-597770629.9354517
Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,-805618454.8870665
Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,-845172264.6615136
Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,-1229610025.0675535
Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0,1197,80.0,5,-3419445283.2546206
Hyundai i20 Active 1.4 SX with AVN,2015,610000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5,-1585335349.2702045
Maruti Swift Dzire VDI,2015,615000,60000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,-2025010335.120675
Maruti Ertiga ZDI,2014,684000,60000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,-2020790870.6640396
Maruti Ertiga ZDI,2014,680000,64000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,-2189482643.44906
Renault Duster 85PS Diesel RxE,2014,500000,120000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,-4533003930.111172
Renault Duster 85PS Diesel RxE,2014,520000,120000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,-4533003930.111172
Ford Freestyle Trend Diesel BSIV,2018,675000,60000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,5,-1994804039.5517366
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,1350000,81500,Diesel,Individual,Automatic,Second Owner,14.84,2143,167.62,5,-2824499494.6857076
Mercedes-Benz New C-Class 250 CDI Classic,2011,1350000,80000,Diesel,Individual,Automatic,First Owner,15.8,2148,170.0,5,-2760216877.2041297
Maruti Swift Dzire VXI 1.2,2019,675000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,293203462.0222757
Ford Ecosport 1.5 Diesel Titanium,2016,725000,30000,Diesel,Individual,Manual,First Owner,21.7,1498,98.96,5,-729664799.6360112
Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,15000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,5,-92071025.74589159
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,40000,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,5,-1153887714.404405
Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,5,-183709360.30291498
Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,-2274388431.619978
Hyundai i20 1.4 Asta Option,2017,670000,48000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,-1500734285.6340134
Hyundai i20 1.4 Sportz,2018,780000,35000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,-952300514.4297519
Maruti Ciaz 1.3 Alpha,2017,720000,60000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,-2020801215.4645793
Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,-1689178166.9132857
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,600000,29000,Diesel,Individual,Manual,First Owner,22.0,1498,108.495,5,-684723567.4582247
Renault Duster 85PS Diesel RxL,2016,535000,50000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,-1580477117.8851407
Hyundai i10 Magna,2009,142000,110000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,-4137531095.2697706
Maruti Baleno Sigma 1.2,2017,515000,23000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,-465941193.1429229
Datsun GO T Option BSIV,2016,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,5,-1187314300.4520211
Hyundai Creta 1.4 CRDi Base,2017,957000,60000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,-2006718272.825377
Maruti Swift Dzire VDI,2017,605000,127000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,-4850376352.668927
Tata Manza Club Class Quadrajet90 EX,2013,316000,140000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,-5394700911.532344
Renault Triber RXZ BSIV,2019,675000,5000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,7,272485755.5910836
Maruti Swift Dzire VDI,2015,520000,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,-2446739767.0832267
Maruti Swift Dzire Vdi BSIV,2011,265000,60000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,-2025154183.9327497
Volkswagen Polo 1.2 MPI Comfortline,2016,395000,40000,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0,5,-1184928258.4018157
Volkswagen Polo 1.2 MPI Comfortline,2016,385000,40000,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0,5,-1184928258.4018157
Maruti Wagon R LXI Minor,2009,142000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,-2466105320.2081656
Hyundai i10 Era,2009,160000,35000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,-987570769.1266702
Tata Indigo CS LX (TDI) BS III,2012,180000,50000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5,-1591109281.902844
Honda City V MT,2013,480000,42462,Petrol,Dealer,Manual,First Owner,16.8,1497,116.3,5,-1250707215.7562883
Maruti Swift VDI BSIV,2015,470000,54723,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,5,-1802344439.4544284
Maruti Ignis 1.2 Delta BSIV,2018,480000,20375,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,5,-355363590.4139014
Maruti Swift ZDI Plus,2013,450000,43978,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.0,5,-1349841772.7084622
Tata Indica V2 GLX BSIII,2012,200000,30078,Petrol,Dealer,Manual,First Owner,15.3,1396,70.0,5,-750341118.3212607
Hyundai EON Magna Plus Option,2012,250000,44588,Petrol,Dealer,Manual,First Owner,21.1,814,55.2,5,-1419717952.4102852
Maruti Celerio ZXI,2015,400000,49907,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,5,-1623561010.8549385
Maruti Swift VXI,2013,371000,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197,81.8,5,-2326090255.405305
Hyundai Grand i10 Asta Option,2016,450000,40000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,-1183153145.493257
Ford EcoSport 1.5 Diesel Titanium BSIV,2016,570000,112879,Diesel,Dealer,Manual,Second Owner,23.0,1498,98.96,5,-4225027710.413898
Honda Brio S MT,2013,300000,80000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,5,-2869266259.6984496
Honda City i-VTEC V,2018,949000,10200,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5,111107985.91596623
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,750000,60000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,-2002556348.6426468
Maruti Celerio VXI,2017,350000,20000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5,-362049918.5130525
Mahindra XUV500 W10 2WD,2017,1250000,60000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,-1921194894.7610555
Hyundai EON Magna Plus,2013,235000,40000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,-1226042979.3729217
Maruti Swift VXI Optional,2016,500000,60000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,-2026795437.493265
Maruti Swift Dzire LDIX Limited Edition,2014,380000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,-2446651546.2336173
Maruti Alto K10 2010-2014 VXI,2010,160000,100000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,-3736980463.9041076
Maruti Alto K10 2010-2014 VXI,2010,160000,100000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,-3736980463.9041076
Hyundai EON 1.0 Era Plus,2017,339000,25000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,-572398060.3805368
Ford Fiesta Classic 1.6 Duratec CLXI,2011,229999,100000,Petrol,Individual,Manual,First Owner,15.3,1596,99.6,5,-3673066404.1158905
Mahindra KUV 100 mFALCON D75 K2 Plus,2016,400000,35000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,-974187954.5798718
Hyundai Xcent 1.2 CRDi E Plus,2018,470000,25000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5,-553942374.6774635
Maruti 800 Std,2003,45000,58000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,-1993125492.9118469
Ford Aspire Titanium BSIV,2019,575000,20000,Petrol,Individual,Manual,First Owner,19.4,1194,94.93,5,-335916038.3004432
Datsun RediGO SV 1.0,2019,325000,1300,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,427086575.92182136
Maruti Wagon R VXI BS IV,2014,350000,15000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,-151519486.34904033
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,223735595.8947319
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,-185916161.76143974
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5,-1294982044.3678303
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,-4027877864.406974
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5,-239343713.53839907
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,-2229171026.2537603
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,-1979713972.6604092
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,-1131172997.5835435
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,-2718944181.304438
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,266946275.2387749
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,-543861882.8422074
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,-2438970923.999505
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,-1873599144.4322724
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,290286031.56099814
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,209783539.6600882
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,82587623.52833651
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,510107214.56092805
Renault KWID RXT Optional,2016,300000,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,-595124758.2116815
Nissan Terrano XL 110 PS,2014,540000,150000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5,-5791311399.084832
Maruti Celerio ZXI Optional MT BSIV,2018,580000,10000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,59865023.10244381
Hyundai Creta 1.6 CRDi SX Option,2015,1000000,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,-2401506532.2816544
Tata Zest Quadrajet 1.3 75PS XM,2017,459999,80000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5,-2867785835.216595
Maruti Swift VDI BSIV,2015,635000,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,-1603161628.7385156
Hyundai Verna 1.6 SX,2014,650000,83000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,-2950134868.360116
Fiat Grande Punto EVO 1.2 Dynamic,2015,350000,60000,Petrol,Individual,Manual,Third Owner,15.8,1172,67.1,5,-2032880127.7834828
Maruti Swift Dzire ZDi,2008,320000,175802,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,-6909421880.904318
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,450000,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,8,-7471624958.105353
